Frase,Groundtruth,Predicción
 We are going to make tax reform because we have seven points below public revenue in the European average.,1,1
 The first and most important is that our country has had a greater impact on the health pandemic and this has meant that we had to put in place one of the toughest confinements ever made in the European Union as a whole.,1,1
 La vérité est que l’amnistie n’a jamais été hors de l’ordre du jour du gouvernement.,1,1
 La ministra.,0,0
" Señor Feijóo, non facemos barcos nin en Vigo ni os facemos efectivamente Nãmina cidade en Ferrol.",0,0
" Si j’étais le président du gouvernement, je dirais qu’en Espagne, il y a une très large majorité politique de députés et de sénateurs dans les Chambres que nous sommes en faveur de la monarchie parlementaire en tant que système de prospérité dans notre pays et que nous ne voulons pas la changer.",1,1
 Tu ne sais pas ce que disent les canaris ?,0,0
 There are now more than 120 features being part of this network.,1,1
 Europe does not force us to maintain certain deficit or debt rates.,1,1
" A día de hoy, mientras van pasando los días, como bien apuntaba y los datos son pues muy preocupantes.",0,0
" Me referiré a la primera, no tengo nada que decir y me remito.",0,0
 Ahora mismo el BCE tiene 300000 millones de euros de deuda soberana española en su balance.,1,1
" No, we are not used to having a coalition government in Spain with two different parties, probably with different opinions.",0,0
 I believe that the President of the Government Mr Sánchez has been portrayed.,0,0
? We already know when the Google rate will be,0,0
" These are much milder cases and needs of people, say under 50.",1,1
 Gracias.,0,0
 A ver si ocurrirá.,0,0
" Dans ce cas, le réseau citoyen se produirait dans n’importe quelle partie.",0,1
 C’est absolument incompatible avec l’ADN des citoyens.,0,0
 They were in a hotel that came to see the abyss and were held in a hotel for 15 days.,1,1
 When we draft we approve the Spanish Constitution and it is based on the right to educational freedom and what is established there is that public education and concerted education are complementary.,1,1
 Spain has the highest death toll per million inhabitants.,1,1
 Demandez-vous la démission de Pablo Iglesias ?,0,0
 Los coches alemanes en más del 60 por ciento se venden en el mercado único europeo,1,1
 Espérons que demain nous pourrons compter cet accord Nissan et nous espérons que nous pourrons également dire qu’au moins le Royaume-Uni est en quarantaine pour les îles Canaries et les îles Baléares.,0,1
" La Ley de Estabilidad Presupuestaria se creó porque los gobiernos de Rodríguez Zapatero arruinaron al conjunto de España, generando un déficit de más de noventa y dos mil millones de euros que afectaron también a infinidad de ayuntamientos que hubieron de ser rescatados por el Gobierno de Mariano Rajoy.",1,1
" In fact, the Tourism Sector Boost Plan is presented jointly to the Government of Spain to the autonomous communities and the entire value chain of the tourism sector together with the trade union representatives.",1,1
 A gentleman's hand was cut off by blowing his head because he was trying to prevent a robbery.,0,1
 Pedro Sanchez en 2018 a dit que dans 60 jours il allait finir toutes les capa cités.,1,1
" Con enorme incertidumbre porque hay como una forma dos, dos escenarios alternativos uno primero que sería el más benigno que parece que no se va a producir una caída del 6, y otro mucho más severo con una caída del 12 por ciento.",1,1
" A lo mejor el problema está en la institución, que como es una institución opaca y difícil de controlar, es una institución en la que podrían haberse dado, según por ejemplo está investigando la Fiscalía suiza o ha iniciado investigaciones la Fiscalía el Tribunal Supremo, algunas conductas ilícitas?",1,0
" Ce sont des recommandations qui sont acceptées par le Centre européen de prévention et de contrôle des maladies et, par conséquent, rassurez-vous, que ces protocoles sont ce que tous les pays nous ont équipés et j’insiste également sur le fait que nous travaillons.",1,1
" Muy bien, muchas gracias portavoz empezamos con este turno de preguntas el primero en preguntar es Mariano Alonso desde Libertad Digital.",0,0
" En ce moment, l’Union européenne négocie avec plusieurs des entreprises qui proposent un vaccin qui est encore à l’essai et à un stade assez précoce des tests, mais nous sommes toujours très attentifs au moment où d’autres tests ou plus de confiance émergeront.",1,1
 For what?,0,0
" Mr Feijóo, non facemos nin boats in Vigo nor do we effectively face Nomina cidade in Ferrol.",0,0
 Decía que tome medidas o que sea coherente.,0,0
" Si nosotros ya trasladamos que de la lista de los 15 países había algunos con los que se establecía una relación de reciprocidad, concretamente con China, también en nuestro caso con Marruecos, por la vecindad, por la cercanía.",1,1
 Arrival data for international tourists to Spain during the month of June arrived just over 204000 tourists compared to June Maria last year is a drop of 97 percent.,1,1
" Et bien sûr, nous ne pouvons pas nous permettre de manquer des opportunités ou de gaspiller des ressources qui peuvent être disponibles pour la société dans son ensemble.",0,0
 Un millón y medio de ellos se han visto beneficiados de una prestación,1,1
" Rappelons qu’en 2017, les hausses de prix des loyers ont été encore supérieures à 18 % dans les centres urbains.",1,1
" El mandato que tiene Ana Pastor del presidente Casado es seguir negociando con el Partido Socialista con el Gobierno de España para llegar a un gran acuerdo sanitario, el que hemos denominado el Pacto Cájar por la Sanidad porque consideramos que las cuestiones importantes hay que dialogar, hay que negociar y hay que llegar a acuerdos.",0,0
" Last year, seven out of ten deaths, I repeat, occurred on conventional roads.",1,1
" Comme vous pouvez certainement le voir, les données déjà consolidées ont été 215 décès et 899 blessures graves.",1,1
"Et ils le font dans certains pays européens. [enfants] Ils peuvent travailler dans des bulles, dans des modules comme des kits d’un petit groupe d’étudiants qui ne se rapportent qu’à un ou deux professionnels, un ou deux enseignants, et se déplacer en famille, sans se connecter avec les autres.",1,0
" Par exemple, c’est quelque chose que les pays qui nous entourent nous demandent de l’aide pour comprendre comment nous l’avons fait.",1,0
 This is not optional.,0,0
 He doesn't have the condition of research.,1,0
" We, in addition to denouncing what the government is doing wrong, are proposing solutions and that is why I also take advantage of this interview to ask the Government of Spain to stop looking the other way in the face of the wave of contagion that is taking place in this country.",0,0
 L’universitaire espagnol le plus de renommée internationale.,1,1
 More than 20 percent doctors are 16 percent nurses and 14 percent and 12 percent of others.,1,1
 Question?,0,0
" Eh bien, donc, n’ont aucun doute, parce que comme nous avons convenu avec les communautés autonomes et ont travaillé avec eux depuis Mars, en prenant des mesures qui sont très soutenus par pratiquement la plupart des communautés autonomes, ce qu’il souligne, c’est que le cours débutera en Septembre avec des lignes directrices temporaires similaires à celles d’autres cours.",0,1
" I believe that with the technical work done by autonomous communities and government in the officials of the technicians, sometimes a data of an infected person ends up being counted two or three weeks after infection occurs by the procedures themselves.",1,1
 This is the beginning of more initiatives such as withdrawing the title of King to Don Juan Carlos first.,0,0
" Yo creo que haber tenido nueve votos y además de gobiernos de todos los partidos políticos, pues tiene que ser valorado positivamente.",0,1
" A mí, a todos los que conformamos nuestro partido, a mi compañera Cayetana a mí, el presidente mi partido.",0,0
" Me pregunto por esa República plurinacional solidaria que propone precisamente un miembro de del Gobierno en vicepresidente Pablo Iglesias, habló de abrir la posibilidad de esa República plurinacional solidaria que es el término que utilizo él.",1,0
" That's what the International Monetary Fund says, and that's somehow made up of financial markets that bounce as a result of this agreement.",1,1
" Hemos tenido que pedir amparo, incluso para saber qué visitas estaban recibiendo estos internos si tenían algún tipo de privilegio respecto al resto de los privados de libertad.",1,1
 You about a year ago were elected as a candidate for the Generalitat by the militants in primaries with almost eighty-peak percent of the votes.,1,1
 Ce pacte constitutionnel a la monarchie incarnée dans un Philip Sixième.,0,1
 Que las dos partes quieran llegar a sus acuerdos.,0,0
